0,33
1,25
2,26
3,35
4,37
5,37
6,39
7,39
8,56
9,46
10,123
11,43
12,45
13,50
14,45
15,252
16,177
17,248
18,382
19,460
20,460
21,460
22,460
23,422
24,460
25,362
26,411
27,460
28,411
29,460
30,441
31,460
32,451
33,411
34,460
