0,0.166953
10,0.164427
20,0.161693
30,0.157664
40,0.151553
50,0.143048
60,0.132643
70,0.121560
80,0.111119
90,0.102140
100,0.094823
110,0.088965
120,0.084225
130,0.080275
140,0.076867
150,0.073839
160,0.071091
170,0.068574
180,0.066262
190,0.064147
200,0.062223
210,0.060487
220,0.058927
230,0.057533
240,0.056289
250,0.055179
260,0.054188
270,0.053299
280,0.052500
290,0.051778
300,0.051122
310,0.050523
320,0.049974
330,0.049466
340,0.048996
350,0.048558
360,0.048148
370,0.047762
380,0.047397
390,0.047052
400,0.046724
410,0.046411
420,0.046112
430,0.045825
440,0.045550
450,0.045285
460,0.045030
470,0.044784
480,0.044547
490,0.044317
499,0.044117
